id,imię,nazwisko,płeć,PESEL,miasto,adres,karta_lojalnościowa,telefon,email
908,Filip,Kubicki,M,04260245773,Wrocław,ul. Cicha 25/33,False,48082729565,tt9otbenga@gmail.com
909,Marcin,Parzydeł,M,86061715235,Świdnik,ul. Patriotów z Mochla 4/39,False,48054060897,ar706qhl4kgew@opayq.com
910,Patrycja,Jóźwiak,K,70063028253,Legnica,ul. Górna 70/47,False,48242571843,jozwiak3@gmail.com
911,Mariusz,Choszcz,M,80082422257,Wrocław,ul. Przybyszewskiego 98,False,48951615405,mar-cho1980@wp.pl
912,Teresa,Janczyk,K,07212929675,Wrocław,ul. Pszeniczna 68,False,48065162714,t_janczy@interia.pl
913,Filip,Fąfara,M,02241666610,Wrocław,ul. Gabriela Narutowicza 29/33,False,48779115099,ffafara6996@onet.pl
914,Julian,Chanas,M,82011903859,Szczecin,ul. Kolejowa 23/21,False,48713024381,chanas825@o2.pl
915,Adam,Stepnowski,M,86012547717,Boguszów-Gorce,ul. Kasztanowa 92,False,48202230382,a.stepnowski1986@onet.pl
916,Grażyna,Stępień,K,74031541612,Wrocław,ul. Konopnickiej 9/46,False,48810436241,g_stepie1974@wp.pl
917,Marcin,Szczepański,M,89072290476,Nysa,ul. Dąbrowa 49/23,False,48184052336,qw3ky584sq@gmail.com
918,Michał,Puc,M,00303124072,Reda,ul. Zyblikiewicza 82,False,48279376942,puc2@gmail.com
919,Mateusz,Wiśniewski,M,95111683374,Szczecinek,ul. Kasztanowa 6,False,48433297923,wi-mateusz1995@gmail.com
920,Jagoda,Waliczek,K,87052870278,Wrocław,ul. Nowogardzka 60,False,48946683421,walic-jago@onet.pl
921,Duc Anh,Maciejewski,M,73050533259,Łódź,ul. Kanclerska 50/13,False,48998298058,duc-macie1973@gmail.com
922,Anna,Skrzypkowska,K,92021032472,Wrocław,ul. Kasprowicza 92/37,False,48372865377,skrzypkowska19920@o2.pl
923,Maria,Obuchowska,K,84030210819,Szczecin,ul. Tadeusza Kościuszki 47/43,False,48493091949,m-obuchowska1984@wp.pl
924,Zbigniew,Staruch,M,90101642634,Białystok,ul. Piaskowa 47/14,False,48183002080,zstaruc@gazeta.pl
925,Marta,Stupnicka,K,78051260630,Zdzieszowice,ul. Polna 74/23,False,48653752207,m_stupnicka1978@wp.pl
926,Teresa,Wasilewska,K,88071088310,Wrocław,ul. Kurpiowska 26/44,False,48988792307,a22k6z2q7pf@wp.pl
927,Angelika,Zychowicz,K,01242696079,Wrocław,ul. Zwycięstwa 60/47,False,48857786848,a-zychowicz@onet.pl
928,Andrzej,Czerwonka,M,75121811057,Brodnica,ul. Kościelna 32,False,48297639665,ew2uldb7wn@interia.pl
929,Krzysztof,Kożuchowski,M,89060718537,Kraśnik,ul. Zielona 70,False,48932030936,kokrzy89@interia.pl
930,Wojciech,Reszka,M,02241264955,Kędzierzyn-Koźle,ul. Klonowa 8/38,False,48583926852,reszkwojc@gmail.com
931,Monika,Smolińska,K,79122913411,Wrocław,ul. Żytnia 17/18,False,48958288268,s.monika1979@onet.pl
932,Żanna,Krasucka,K,88021285538,Śrem,ul. Graniczna 82,False,48927838963,z-krasucka@outlook.com
933,Maria,Baumgart,K,00311669350,Wrocław,ul. Kozielska 63,True,48832309611,baum_maria@wp.pl
934,Natalia,Rybak,K,,Gdańsk,ul. Parkowa 16,False,48230778654,j0n9slj2x74q6t@opayq.com
935,Krzysztof,Grochowiecki,M,79080903451,Wrocław,ul. Przyrynek 47/6,False,48956006330,mp8947fa1@opayq.com
936,Bogusława,Stalec,K,,Gryfino,ul. Romualda Wilczaka 53/47,False,48435851628,bog.stale@interia.pl
937,Marta,Jezierska,K,77122881457,Wrocław,ul. Wincentego Witosa 87/21,False,48084837571,m-jezierska1977@gmail.com
938,Lina,Szwed,K,91061663273,Wrocław,ul. Chmielna 82/3,False,48669355863,lsz1991@gmail.com
939,Janusz,Urbanowicz,M,86041648436,Kędzierzyn-Koźle,ul. Spadzista 12/46,False,48506620820,j-urbanowicz@interia.pl
940,Jadwiga,Superson,K,02251446659,Wrocław,ul. Strycharska 41/11,False,48491847909,supersojadwiga2002@vp.pl
941,Paweł,Biesik,M,76081012496,Wrocław,ul. Zielona 3,False,48709519736,p-biesik@gmail.com
942,Ewa,Kardynał,K,92021676074,Jelenia Góra,ul. Libiszowska 73,False,48980274003,ex0g9e78h2mq@opayq.com
943,Nikodem,Zamuraiev,M,78060567012,Opatów,ul. Malinowa 94,False,48134033290,zamniko@wp.pl
944,Jadwiga,Mosiuk,K,90121400539,Grudziądz,ul. Tańskich 50/18,False,48190440676,jmosiuk1990@interia.pl
945,Andrzej,Jabłoński,M,76100543398,Wrocław,ul. Kwitnąca 24/38,False,48930330823,a_jablonski76@wp.pl
946,Beata,Szwarc,K,03220274770,Wrocław,ul. Jesionowa 40/43,False,48919084398,b-szwarc2003@wp.pl
947,Wioletta,Barska,K,08311327573,Pabianice,ul. Nad Rozlewiskiem 9/47,False,48983676054,ng67im924hbn6055v@opayq.com
948,Paweł,Sołtysik,M,88060174617,Toruń,ul. Inwestycyjna 66/29,False,48183237517,solty_paw88@gazeta.pl
949,Michał,Szmel,M,84090871779,Kielce,ul. Świerkowa 97,False,2251289629331,m-szmel1984@onet.pl
950,Dominik,Labunets,M,94070206792,Wrocław,ul. Żwirowa 78/17,False,48162416579,labunets7@gmail.com
951,Szymon,Dziadek,M,99031280592,Wrocław,ul. Sadowa 63,False,48442739797,dd5bclto39@protonmail.com
952,Szymon,Nawrocki,M,75072774571,Kraków,ul. Rumiankowa 14/46,False,48183033527,s.nawrocki1975@o2.pl
953,Monika,Nowak,K,71061480595,Wrocław,ul. Różana 15/30,False,48600602301,m65o6p4t86w658@onet.pl
954,Nina,Gawlik,K,00231434375,Kielce,ul. Krótka 81,False,48391654210,ngawlik2000@onet.pl
955,Eugeniusz,Różycki,M,78052036878,Kielce,ul. Rubinowa 23/12,False,48606981713,e_r1978@gmail.com
956,Krystyna,Hołda,K,98082165157,Wrocław,ul. Legionów 96/19,False,48966387523,kryhold@o2.pl
957,Oleksandr,Wierzyk,M,97102021176,Wrocław,ul. Tadeusza Kościuszki 38/44,False,48738542909,owier@o2.pl
958,Jarosław,Laskowski,M,81050433936,Wrocław,ul. Jagienki 39/34,False,48086504082,la_jar1981@interia.pl
959,Adam,Dragan,M,92011039775,Ruciane-Nida,ul. Wiatraczna 12/5,False,48796741230,ada-dr1992@onet.pl
960,Maria,Ożóg,K,85050765691,Łódź,ul. Ignacego Daszyńskiego 22/11,True,48475898941,m-ozog1985@gmail.com
961,Tadeusz,Akacki,M,04282892012,Oborniki,ul. Graniczna 48/21,False,48694081727,takacki2231@vp.pl
962,Maya,Drozdowska,K,99012242216,Wrocław,ul. Gajowa 52/10,False,48541570755,drozdowskmaya@o2.pl
963,Ianos,Piekarski,M,70070659372,Wrocław,ul. Sokołów 87/13,False,48599124420,ij2ho2y05kq6999r@opayq.com
964,Bartosz,Jalowski,M,96071310911,Tuczno,ul. Modrzewiowa 49/38,False,48574444668,b_jalowski@wp.pl
965,Zuzanna,Taradyś,K,,Wrocław,ul. Karmelowa 26/40,False,48840914332,z_tarad03@wp.pl
966,Nikola,Trojanowska,K,83072603713,Wrocław,ul. Legionów Polskich 17/49,False,48197804158,troja.ni1983@interia.pl
967,Ignacy,Rosół,M,80080961699,Bogatynia,ul. Labry 22/10,False,48143968606,rosigna@gmail.com
968,Zuzanna,Mateusiak,K,84053127590,Przemyśl,ul. Kościuszki 63/24,False,48778486946,zuz.mateus84@wp.pl
969,Izabela,Zalewska,K,05222425413,Wrocław,ul. Krótka 76/51,False,48120468781,i0rud7o43642jkv@opayq.com
970,Valeriia,Adwent,K,03313004798,Wrocław,ul. Katowicka 29,False,48997443109,adwen-valer8194@protonmail.com
971,Łukasz,Blok,M,97090919097,Wrocław,ul. Poziomkowa 22,False,48519919868,l.blok97@gmail.com
972,Jakub,Graban,M,98120771010,Wrocław,ul. Zamkowa 16/13,False,48956315094,s5i26ck5e60@interia.pl
973,Patrycja,Surówka,K,76072908155,Wrocław,ul. Polna 52/15,False,48459098910,psurowka@gmail.com
974,Agnieszka,Walczak,K,89081942214,Wrocław,ul. Soczewkowa 84/11,False,48154380041,wa_1989@o2.pl
975,Liliana,Duch,K,06271137533,Wrocław,ul. Stara 46,False,48805811528,lil-duc2006@onet.pl
976,Leonard,Oberszt,M,09282219032,Włocławek,ul. Błażeja Czepca 13/27,False,48219552265,n4288vzgrov4d@outlook.com
977,Arkadiusz,Klus,M,85031570517,Dzierżoniów,ul. Tyska 50/47,False,48455947747,w6s4083pi8m9o31@gmail.com
978,Piotr,Płotka,M,10242135138,Warszawa,ul. Drewniana 85/46,False,48149811684,pio-plotk9452@int.pl
979,Weronika,Pięta,K,03300957975,Wrocław,ul. Romualda Traugutta 91/6,False,48098962907,werpiet@wp.pl
980,Teresa,Misiuna,K,10321569650,Wrocław,ul. Zabłocie 16/14,False,48380423636,misiuna3@gmail.com
981,Andrzej,Więcek,M,89031974111,Wrocław,ul. Ignacego Krasickiego 73/34,False,48686358873,wiecek8@interia.pl
982,Marek,Spatarenco,M,72043039297,Łask,ul. Kwiatowa 25,False,48125463253,spatarenco2@wp.pl
983,Iwona,Chudzik,K,95100786435,Wrocław,ul. Kościelna 58,False,48278402980,i.chudzi1995@o2.pl
984,Piotr,Jabłoński,M,77121360937,Wrocław,ul. Promyka 52,False,48431036316,japiotr@interia.pl
985,Jagoda,Biegesz,K,81110966215,Wrocław,ul. Leśna 66/33,False,48345126027,biege_jagoda@gmail.com
986,Adrian,Hazzard,M,06322216790,Wrocław,ul. ks. Hugona Kołłątaja 28,False,48392637695,a-hazzar06@wp.pl
987,Łukasz,Badziński,M,83062600993,Wrocław,ul. Wesoła 70/44,False,48882534430,l-badzinski@wp.pl
988,Wioleta,Gezele,K,83052358451,Głogów,ul. Powstańców Śląskich 18/34,False,48295571188,gezele19834@gmail.com
989,Krystyna,Kandefer,K,92022771518,Nowe Miasto Lubawskie,ul. Biała 14/37,False,48877162130,kkandefer1992@gmail.com
990,Maria,Walczak,K,91060918718,Bydgoszcz,ul. Władysława Jagiełły 39/21,False,48200126837,mw@gmail.com
991,Alan,Kłosiński,M,70110361533,Wrocław,ul. Osiedle Wygoda 11/36,False,48636581750,k_a3158@gmail.com
992,Bogusława,Ślęzak,K,98072348157,Poznań,ul. Akacjowa 80/14,False,48771167799,slezak19988@gmail.com
993,Marta,Nisiobędzka,K,71082188258,Wrocław,ul. Sosnowa 31/43,False,48561731018,nisiobema1971@wp.pl
994,Janina,Ciesielka,K,81110665831,Gorzów Wielkopolski,ul. 3 Lutego 66,False,48065665776,ciesielka19814@gmail.com
995,Justyna,Wadas,K,74073142273,Ozimek,ul. Modrzewiowa 39/29,False,48706874541,uttr2@opayq.com
996,Katarzyna,Stobiecka,K,74122662150,Kielce,ul. Alfreda Wiłkomirskiego 47/48,False,48842694407,k.s1974@gmail.com
997,Yuliia,Greczel,K,71011106515,Nowogród Bobrzański,Aleja Dębowa 13/3,False,48955796115,yul-gre1971@protonmail.com
998,Maciej,Kisiewicz,M,04242244730,Głuchołazy,ul. Piaskowa 26/29,False,48716203678,kisiewic-@gmail.com
999,Inez,Kuś,K,03320398411,Wrocław,ul. Radkowska 5/34,False,48024915521,h9u692h2ts01z1@protonmail.com
1000,Mateusz,Lisiewski,M,97062020192,Pruszcz Gdański,ul. Wilcza 66,False,48409751660,m.lis@gmail.com
1001,Eryk,Galewski,M,71112445830,Warszawa,ul. Południowa 97/1,False,48997540069,e_galewski@gmail.com
1002,Ruslan,Lasowski,M,06313052358,Wschowa,ul. Zakątek 55/2,False,48214117299,lasowski20062@wp.pl
1003,Lucyna,Bieńkowska,K,86010821411,Wrocław,ul. płk. Józefa Serugi 24/28,False,48655477551,luc_bie1986@interia.pl
1004,Szymon,Kuśnierz,M,75062565512,Kraków,ul. Podgórna 77/37,False,48952605525,ku-s75@protonmail.com
1005,Maria,Rusin,K,74082631955,Lubań,ul. Lesisko 21,False,48580643224,rusin19742@gmail.com
1006,Anna,Kotowska,K,02211785237,Wrocław,ul. Grudzi 17,False,48435387359,ann.ko@onet.pl
1007,Łukasz,Kroczak,M,81091231674,Łódź,ul. Leszczynowa 86,False,48388422489,l.kroczak@interia.pl
1008,Liudmila,Walczewska,K,97072371237,Tczew,ul. Chabrowa 12/5,False,48767280877,l-walczewska97@outlook.com
1009,Klaudia,Kaliszan,K,06230909416,Wrocław,ul. Bosmańska 77/41,False,48513187279,k.k@gmail.com
1010,Małgorzata,Cypryjańska,K,77070534854,Wrocław,ul. Limbowa 69/31,False,48608620554,cy-malgor@wp.pl
1011,Andrzej,Záhumenský,M,93091195436,Wrocław,ul. Opolska 47/40,False,84317891691053,q2sr59g364728ri@onet.pl
1012,Małgorzata,Bortel,K,86060901097,Wrocław,ul. Zbożowa 4/47,False,48064535034,mbortel@onet.pl
1013,Jacek,Pszczoliński,M,70052847735,Gorzów Śląski,ul. Działkowicza 44/2,False,48169031692,gxco5j5899e845@gmail.com
1014,Zbigniew,Ziemba,M,77042348098,Gdynia,ul. Wisławy Szymborskiej 79/22,False,48077188032,ziemba772@onet.pl
1015,Renata,Haberek,K,84053146199,Wrocław,ul. Spokojna 70/10,False,48196157142,r_haberek@onet.pl
1016,Levani,Kowalski,M,01250319995,Wrocław,ul. Helska 5/22,False,48212712210,l_ko@gmail.com
1017,Adela,Klusek,K,82030727377,Jawor,ul. Łąkowa 24/45,False,48698287717,klus-adel@o2.pl
1018,Maciej,Dymitrow,M,04321002550,Koluszki,ul. Kadetów 97/34,False,48763799178,dymitrow5@gmail.com
1019,Piotr,Łuszczak,M,06311798951,Wrocław,ul. Kolejowa 39/32,False,48387473318,luszcza-piotr06@wp.pl
1020,Krzysztof,Jędrzejczyk,M,08302086652,Skarżysko-Kamienna,ul. Porębska 98,False,48829006720,k.jedrzejczyk@wp.pl
1021,Maria,Kosiorek,K,76032354150,Hajnówka,ul. Basztowa 53/38,False,48002829377,kosiorek764@o2.pl
1022,Gabriel,Hebel,M,,Wrocław,ul. Polnego Wiatru 42/45,False,48678429894,ov3zrr@wp.pl
1023,Ewelina,Sobierajska,K,96120784258,Słupca,ul. rtm. Witolda Pileckiego 93/32,False,48992591143,qd4kihh@opayq.com
1024,Hubert,Sebaa,M,79020265470,Oleśnica,ul. Karkonoska 73/48,False,48580761199,hub_seba9344@gmail.com
1025,Ewa,Gacek,K,08311516092,Gdańsk,ul. Słowikowa 17/46,False,48681285679,zrhwr04jn0z050@protonmail.com
1026,Sylwia,Habura,K,07272354871,Wrocław,ul. Słoneczna 16/50,False,48167208612,shabur07@vp.pl
1027,Stanisław,Filimon,M,99053080994,Poznań,ul. Daleka 44/38,False,48519534665,filimon19990@onet.pl
1028,Krzysztof,Kucharczyk,M,72123065514,Wrocław,ul. Kasztanowa 37/43,False,48911259534,kucharcz_9960@gmail.com
1029,Magdalena,Murach,K,76032319559,Wrocław,ul. Stanisława Mikołajczyka 55/10,False,48984440419,magmurac1976@outlook.com
1030,Karol,Maślanka,M,93022576738,Wrocław,ul. Łąkowa 70,False,48959030419,kar_maslank@wp.pl
1031,Monika,Starosta,K,,Koszalin,ul. Lawendowa 74/46,False,48185128718,staro.mo@gmail.com
1032,Tetiana,Grochowska,K,77122667170,Wrocław,ul. Przyjazna 94/18,False,48860879488,i3f2tp585p8fqk0@opayq.com
1033,Volodymyr,Wantoch-Rekowski,M,76010988216,Wrocław,ul. Wodna 22/46,False,48179748355,v.wantoch-rekowski76@wp.pl
1034,Izabela,Zaremba,K,,Wrocław,ul. Poprzeczna 18,False,48387763151,i.z1982@wp.pl
1035,Sebastian,Czyż,M,02281385953,Wrocław,ul. Górna 14/40,False,48153861698,cseb@wp.pl
1036,Greta,Vardanian,K,80051357955,Wrocław,ul. Szyb Bartosza 25/40,False,48363911781,gvardanian80@gmail.com
1037,Krzysztof,Żak,M,92072479053,Brzeziny,ul. Pawia 28/39,False,48356804761,krz_za1992@interia.pl
1038,Alina,Bartula,K,92080309911,Rumia,ul. Pionierska 37/37,False,48002579491,bartul-alina92@gmail.com
1039,Ewelina,Kowalczyk,K,70082754113,Wrocław,ul. Graniczna 86/50,False,48923615115,kowa1600@gmail.com
1040,Elżbieta,Kotasińska,K,79022635378,Wrocław,ul. Tkacka 65/43,False,48578446443,elzko@int.pl
1041,Andrzej,Ivanenko,M,82053147257,Wrocław,ul. Krótka 66/29,False,48371542131,a.ivanenko1982@gmail.com
1042,Andrzej,Kosmowski,M,91100849718,Kielce,ul. Jaśminowa 91/34,False,48066649391,andkosmow91@gmail.com
1043,Stanisław,Trawka,M,84052820555,Wrocław,ul. Działkowa 14,False,48851753311,trawka19849@gmail.com
1044,Oleksandr,Kopacki,M,90100178338,Wrocław,ul. Artura Grottgera 17,False,48900442382,olekop@vp.pl
1045,Małgorzata,Backiel,K,83111701433,Sława,ul. Białostocka 44/43,False,48361864738,backiel839@vp.pl
1046,Regina,Kukiełka,K,79081993877,Niemcza,ul. Młyńska 74/30,False,48200832315,reg_k1979@gmail.com
1047,Sabina,Mijalska,K,71041533451,Kędzierzyn-Koźle,ul. Karpacka 87/41,False,48475932064,smijalsk1971@vp.pl
1048,Paulina,Obst,K,96090959177,Sosnowiec,ul. Kasztanowa 78/18,False,48929020572,obs.p1996@gmail.com
1049,Mirosław,Kośmicki,M,98071224670,Bydgoszcz,ul. Krokusów 17,False,48129424209,m.k@gmail.com
1050,Wojciech,Ciba,M,76043008011,Wrocław,ul. Wiązowa 7/41,False,48210237856,w.ciba@gmail.com
1051,Jolanta,Frączek,K,98082994892,Wrocław,ul. Fabianowska 85/50,False,48896533063,j-fraczek1998@wp.pl
1052,Oliwia,Mazurkiewicz,K,78010881674,Wrocław,ul. Cynamonowa 45/27,False,48385789425,v78r682p5e@gmail.com
1053,Tatyana,Wojtczak,K,,Praszka,ul. Sosnowa 36/34,False,48529823515,wojtczak814@wp.pl
1054,Kacper,Zwierz,M,98121529995,Oświęcim,ul. Topiel 5/19,False,48132728484,dm68472n8l698@opayq.com
1055,Karol,Hatala,M,98122162496,Janowiec Wielkopolski,ul. Główna 43/10,False,48159060572,hatala1@gmail.com
1056,Izabela,Słaby,K,73102804210,Żagań,ul. Wojsławska 61/27,False,48757798669,i_slab@gmail.com
1057,Łukasz,Biczysko,M,98122188757,Wrocław,ul. Zachodu Słońca 80/21,False,48038501511,bicz_lukasz835@outlook.com
1058,Kinga,Drzewiecka,K,,Lubin,ul. Bielańska 79/31,False,48322203602,k-dr1974@onet.pl
1059,Andrzej,Kociucki,M,04292840412,Wrocław,ul. Rolnicza 59,False,48982210104,kociucki7@yahoo.com
1060,Anna,Kapisz,K,77010800139,Ostroróg,ul. Eugeniusza Kwiatkowskiego 90/1,False,48340758207,kapisz5@onet.pl
1061,Marcin,Zając,M,04291518633,Wrocław,ul. Biskupa Teodora Kubiny 37/43,False,48182041180,m.zaja@o2.pl
1062,Mariusz,Romanowski,M,77121767574,Leszno,ul. Konstantego Ildefonsa Gałczyńskiego 90/9,False,48896746778,rom-mariusz77@onet.pl
1063,Arkadiusz,Foleżyński,M,07291701911,Wrocław,ul. Boczna 7/4,False,48978087224,f_arkad6183@gmail.com
1064,Michał,Bednarczyk,M,95051797652,Wrocław,ul. Żwirowa 28,False,48380698866,m-bednarczyk@onet.pl
1065,Teresa,Pawlus,K,85042370131,Wrocław,ul. Narcyzowa 27/35,False,48460667680,tpawlus@gmail.com
1066,Jan,Zielonka,M,98121994159,Sandomierz,ul. Włościańska 63,False,48129541217,zie.1998@wp.pl
1067,Małgorzata,Herkt,K,10301070275,Wrocław,ul. Grunwaldzka 53/8,False,48807071494,o95xyndodtp8@opayq.com
1068,Maciej,Wojnarowski,M,06260924212,Wrocław,ul. Kośmiderska 38,False,48080876950,wo.maciej@gmail.com
1069,Barbara,Dębiec,K,81060919031,Koszalin,ul. 22 Lipca 1807 37,True,48750243520,b-debie1981@o2.pl
1070,Jarosław,Podsiedlik,M,71072561634,Wrocław,ul. Truskawkowa 58/11,False,48402157352,tv126y44v@vp.pl
1071,Jacek,Rak,M,87122474373,Siemianowice Śląskie,ul. Wesoła 82/51,False,48909373305,kjxs396rew5mp04@gmail.com
1072,Magdalena,Grajko,K,81032444332,Warszawa,ul. Królowej Śniegu 94/42,False,48222803215,m-grajk7635@gmail.com
1073,Sławomir,Kopka,M,89092290911,Szczecin,ul. Kamionka 51/37,False,48137770211,s.kopk1989@vp.pl
1074,Ryszard,Kwiedorowicz,M,00262739816,Reda,ul. Poznańska 85/2,False,48083789819,kwiedorowicz20009@onet.pl
1075,Sandra,Rus,K,85061614551,Kędzierzyn-Koźle,ul. Inżynierska 40,False,48721737891,s.rus1985@o2.pl
1076,Klaudia,Dadej,K,97050625114,Wrocław,al. Aleja Generała Władysława Sikorskiego 69/30,False,48748019569,dadej978@gmail.com
1077,Antoni,Gawron,M,72031740352,Wrocław,ul. Remusa 39/6,False,48908803222,thqdi789uf22822a@gmail.com
1078,Yauheniya,Panicz,K,98010163730,Dukla,ul. Przy Krzyżu 68/50,False,48171846927,y.panic1998@gmail.com
1079,Julia,Shumik,K,06250280872,Łobez,ul. Krótka 29/44,False,48686773952,o0tguyxe@opayq.com
1080,Robert,Dmytro,M,08242028930,Libiąż,ul. Królowej Jadwigi 70/25,False,48792847028,dmytr_rober@gmail.com
1081,Liana,Kosiorek,K,01212649456,Wrocław,ul. Wacława Szwejkowskiego 56/5,False,48444478498,lia-kosiore2001@interia.pl
1082,Katarzyna,Rzędkowska,K,10261315832,Wrocław,ul. Jana Biziela 18,False,48601299374,krzedkowsk2010@opayq.com
1083,Sławomir,Lubczyk,M,95011193850,Supraśl,ul. Jasia i Małgosi 3,False,48483703131,j47ct0757y6j6@opayq.com
1084,Tetyana,Kucharska,K,74040758557,Płock,ul. Składnicowa 67,False,48491979151,ut566x742125lg@opayq.com
1085,Leon,Kozubiński,M,08252265798,Bielsko-Biała,ul. Polna 1/7,False,48266763334,koz-leon@wp.pl
1086,Patrycja,Gajewska,K,94090666998,Wrocław,ul. Banacha 70/37,True,48411166825,pgajewska94@interia.pl
1087,Viktoryia,Burgiel,K,95040880932,Wrocław,ul. Wodna 43,False,48396085436,burgie_vikt1995@gmail.com
1088,Urszula,Kołodziej,K,86041102051,Białystok,ul. Maksymiliana Jackowskiego 8,False,48013662427,u.kolodziej@onet.pl
1089,Beata,Lasocińska,K,77020328214,Lubsko,ul. Makowa 25/6,False,48487664385,lasocinska770@gmail.com
1090,Krystyna,Bartkowiak,K,93042815794,Wrocław,ul. Galileusza 34/8,False,48540667916,bartkowiak5@gmail.com
1091,Mariusz,Nowak,M,01262654558,Wrocław,ul. Wałowa 64/38,False,48217192124,nowak20010@o2.pl
1092,Szymon,Kiełek,M,81051469350,Wrocław,ul. Budziszyńska 96,False,48417505418,s_kiele1981@interia.pl
1093,Wioletta,Rahmani,K,77020260792,Przemyśl,ul. Diamentowa 47,False,48678867009,rah.wiolet1977@wp.pl
1094,Ida,Gos,K,01311083850,Gubin,ul. Okrężna 72/39,False,48597367762,idago@outlook.com
1095,Rafał,Kowalczyk,M,72080143731,Żary,ul. Zapłocie 29,False,48103054688,kowalczyk19021@onet.pl
1096,Andrzej,Mocny,M,89060663011,Wrocław,ul. Miła 65/18,False,48450066055,fp9mw812iy@opayq.com
1097,Teresa,Sasim,K,76070875455,Nysa,ul. Nadrzeczna 2/9,False,48542632663,t-sasim@gmail.com
1098,Magdalena,Kuźniarz,K,04272899438,Zielona Góra,ul. Progowa 90,False,48721222816,kuzniar_m04@gmail.com
1099,Kamila,Gajewska,K,09282038033,Bytom,ul. Wodna 84/10,False,48868200201,gajewska094@wp.pl
1100,Krzysztof,Baran,M,76070570190,Wrocław,ul. Cicha 7/15,False,48697187824,baran19763@wp.pl
1101,Jasmina,Wawrzyniak,K,00291781374,Gdańsk,ul. Kujawska 41,False,48354783451,jwawrzyniak@wp.pl
1102,Wanda,Sydorets,K,,Wrocław,ul. Wspólna 37/30,False,48271012527,sydoretwanda1652@gmail.com
1103,Teresa,Kacperkiewicz,K,81063078056,Słupsk,ul. Ogrodowa 38/8,False,48586436782,ter.kacperk@gmail.com
1104,Grzegorz,Surawski,M,89042901117,Kędzierzyn-Koźle,ul. Lipowa 14/45,False,48282067718,ddm76b22pe61k7v@wp.pl
1105,Włodzimierz,Markov,M,77011496355,Bydgoszcz,ul. Tadeusza 9,False,48284535561,marko-w77@wp.pl
1106,Franciszek,Holovko,M,10240792557,Wrocław,ul. Kwidzyńska 87/45,False,48870288149,x7qxlhsx4lg1@opayq.com
1107,Magdalena,Kopeć,K,78090519876,Wrocław,ul. Profesorska 25,False,48390955545,mkope@outlook.com
1108,Ajit,Maciejewski,M,04260601973,Łódź,ul. Dąb 9/50,False,48162906248,rzw123h3640@opayq.com
1109,Kornelia,Bury,K,90031272574,Wrocław,ul. Wąwóz 45,False,48272695823,m519jvuph@wp.pl
1110,Mateusz,Zajdlicz,M,92111664996,Wrocław,ul. Mała Rzeźnicka 23/3,False,48241924500,ihiw82h3t@gmail.com
1111,Bogumił,Węcławik,M,10291705830,Olkusz,ul. Kopciuszka 71,False,48548750207,bog.weclawi10@gmail.com
1112,Mariola,Michalczyk,K,02291769776,Działdowo,ul. Parkowa 85/43,False,48739062241,mar-michal@gmail.com
1113,Radosław,Królikowski,M,91121125710,Wrocław,ul. Jagodowa 92/4,False,48339935644,krolik_r3425@wp.pl
1114,Janina,Mielcarek,K,99121252696,Wrocław,ul. Kościelna 80/13,False,48667398424,janmi@gazeta.pl
1115,Hanna,Uzar,K,74021854090,Wrocław,ul. Jagodowa 82/10,False,48717818244,uzahan@o2.pl
1116,Anna,Słowińska,K,05271485639,Katowice,ul. Pocztowa 64/40,False,48044404436,a.slowins05@gmail.com
1117,Danuta,Gubernat,K,04262246314,Myślibórz,ul. Sąsiedzka 1/40,False,48332007686,gubernat8@vp.pl
1118,Krzysztof,Kościuszko,M,83112560374,Słubice,ul. Jodłowa 1/6,False,48414475921,k-ko1983@wp.pl
1119,Barbara,Polak,K,03261823977,Wrocław,ul. Usługowa 81,False,48995495947,eie716a@gmail.com
1120,Marcin,Maciejewski,M,,Wrocław,ul. Sportowa 68,False,48680239235,mar-maciej9436@o2.pl
1121,Kiril,Zawadzki,M,97012842474,Wrocław,ul. Dworcowa 61,False,48782563954,zawkiril1997@gmail.com
1122,Marta,Tylka,K,89060969438,Wrocław,ul. Śremska 86,False,48987871315,tylka0@gmail.com
1123,Dawid,Sutor,M,03322004356,Biłgoraj,ul. Felicji Krysiewiczowej 9,True,48940779257,dsuto03@interia.pl
1124,Michał,Spławski,M,78122718217,Dąbrowa Białostocka,ul. Bronisława Taraszkiewicza 11/26,False,48527157272,m-splawsk@onet.pl
1125,Paweł,Migdalczyk,M,76120973076,Poręba,ul. Babiogórska 65/39,False,48022895572,migdalcz_4431@vp.pl
1126,Tomasz,Zarębski,M,04300523612,Wrocław,ul. Cechowa 4,False,48673817425,zarebski046@onet.pl
1127,Lucyna,Kłujsza,K,08321500957,Wiązów,ul. Saperów 81,False,48994346355,klujsz_lucyna08@gmail.com
1128,Ewa,Dycha,K,78072552150,Gorzów Wielkopolski,ul. Emilii Plater 69,False,48542329355,ewa_dyc@gmail.com
1129,Antoni,Piątek,M,72121753657,Zielona Góra,ul. Borowa 80/37,False,48486938682,piate.anto@wp.pl
1130,Łukasz,Gałuszko,M,09280560130,Wrocław,ul. Kanałkowa 49/42,False,48460726728,l.galuszko09@wp.pl
1131,Patryk,Kurylak,M,80122264032,Kędzierzyn-Koźle,ul. Małopolska 55/9,False,48334295998,pkurylak80@onet.pl
